latitude,longitude,scan,track,acq_date,acq_time,satellite,instrument,confidence,daynight
33.233008,-87.510733,4761,3706,2025-01-02,1625,L9,OLI-2,H,D
33.234912,-87.50849,4768,3699,2025-01-02,1625,L9,OLI-2,M,D
33.234641,-87.508489,4768,3700,2025-01-02,1625,L9,OLI-2,H,D
33.234913,-87.508168,4769,3699,2025-01-02,1625,L9,OLI-2,H,D
33.234643,-87.508167,4769,3700,2025-01-02,1625,L9,OLI-2,H,D
33.234644,-87.507845,4770,3700,2025-01-02,1625,L9,OLI-2,M,D
33.234375,-87.507521,4771,3701,2025-01-02,1625,L9,OLI-2,M,D
33.234104,-87.507519,4771,3702,2025-01-02,1625,L9,OLI-2,M,D
32.509761,-87.485524,4827,6379,2025-01-02,1625,L9,OLI-2,H,D
32.509491,-87.485522,4827,6380,2025-01-02,1625,L9,OLI-2,H,D
32.642724,-87.382607,5151,5889,2025-01-02,1625,L9,OLI-2,M,D
32.643266,-87.382289,5152,5887,2025-01-02,1625,L9,OLI-2,L,D
32.642995,-87.382288,5152,5888,2025-01-02,1625,L9,OLI-2,H,D
32.642724,-87.382287,5152,5889,2025-01-02,1625,L9,OLI-2,H,D
32.642996,-87.381968,5153,5888,2025-01-02,1625,L9,OLI-2,M,D
32.642455,-87.381966,5153,5890,2025-01-02,1625,L9,OLI-2,M,D
32.642726,-87.381647,5154,5889,2025-01-02,1625,L9,OLI-2,H,D
32.642456,-87.381646,5154,5890,2025-01-02,1625,L9,OLI-2,H,D
33.845951,-87.331786,5324,1443,2025-01-02,1625,L9,OLI-2,M,D
33.84568,-87.331785,5324,1444,2025-01-02,1625,L9,OLI-2,M,D
32.886864,-87.261132,5533,4988,2025-01-02,1625,L9,OLI-2,L,D
32.886593,-87.261131,5533,4989,2025-01-02,1625,L9,OLI-2,H,D
32.886323,-87.261131,5533,4990,2025-01-02,1625,L9,OLI-2,H,D
32.886594,-87.260811,5534,4989,2025-01-02,1625,L9,OLI-2,H,D
32.886323,-87.26081,5534,4990,2025-01-02,1625,L9,OLI-2,H,D
33.275958,-87.102176,6030,3551,2025-01-02,1625,L9,OLI-2,H,D
33.252423,-87.093452,6057,3638,2025-01-02,1625,L9,OLI-2,L,D
33.252152,-87.093452,6057,3639,2025-01-02,1625,L9,OLI-2,L,D
33.713261,-87.053801,6181,1935,2025-01-02,1625,L9,OLI-2,M,D
33.713532,-87.053477,6182,1934,2025-01-02,1625,L9,OLI-2,M,D
33.713261,-87.053477,6182,1935,2025-01-02,1625,L9,OLI-2,H,D
32.438701,-87.046009,6203,6645,2025-01-02,1625,L9,OLI-2,H,D
32.438701,-87.04569,6204,6645,2025-01-02,1625,L9,OLI-2,M,D
33.319565,-87.01488,6301,3390,2025-01-02,1625,L9,OLI-2,M,D
33.319295,-87.01488,6301,3391,2025-01-02,1625,L9,OLI-2,H,D
33.319565,-87.014558,6302,3390,2025-01-02,1625,L9,OLI-2,M,D
33.319295,-87.014558,6302,3391,2025-01-02,1625,L9,OLI-2,H,D
33.319024,-87.014558,6302,3392,2025-01-02,1625,L9,OLI-2,M,D
33.342563,-86.968459,6445,3305,2025-01-02,1625,L9,OLI-2,H,D
33.342563,-86.968136,6446,3305,2025-01-02,1625,L9,OLI-2,H,D
33.502739,-86.931903,6558,2713,2025-01-02,1625,L9,OLI-2,M,D
33.641546,-86.92403,6582,2200,2025-01-02,1625,L9,OLI-2,M,D
33.641545,-86.923706,6583,2200,2025-01-02,1625,L9,OLI-2,M,D
33.26811,-86.897619,6665,3580,2025-01-02,1625,L9,OLI-2,H,D
33.26784,-86.897619,6665,3581,2025-01-02,1625,L9,OLI-2,M,D
33.26811,-86.897297,6666,3580,2025-01-02,1625,L9,OLI-2,M,D
33.290291,-86.887927,6695,3498,2025-01-02,1625,L9,OLI-2,H,D
33.290021,-86.887927,6695,3499,2025-01-02,1625,L9,OLI-2,H,D
33.49486,-86.887341,6696,2742,2025-01-02,1625,L9,OLI-2,M,D
33.290291,-86.887605,6696,3498,2025-01-02,1625,L9,OLI-2,H,D
33.29002,-86.887605,6696,3499,2025-01-02,1625,L9,OLI-2,H,D
33.494859,-86.887018,6697,2742,2025-01-02,1625,L9,OLI-2,H,D
32.713346,-86.885453,6705,5630,2025-01-02,1625,L9,OLI-2,H,D
33.235586,-86.84678,6823,3700,2025-01-02,1625,L9,OLI-2,H,D
33.235316,-86.846781,6823,3701,2025-01-02,1625,L9,OLI-2,H,D
33.235045,-86.846781,6823,3702,2025-01-02,1625,L9,OLI-2,H,D
33.235586,-86.846458,6824,3700,2025-01-02,1625,L9,OLI-2,H,D
33.235315,-86.846459,6824,3701,2025-01-02,1625,L9,OLI-2,H,D
33.235045,-86.846459,6824,3702,2025-01-02,1625,L9,OLI-2,H,D
33.542976,-86.843009,6833,2564,2025-01-02,1625,L9,OLI-2,H,D
33.145455,-86.830853,6873,4033,2025-01-02,1625,L9,OLI-2,H,D
33.145184,-86.830854,6873,4034,2025-01-02,1625,L9,OLI-2,L,D
33.145454,-86.830532,6874,4033,2025-01-02,1625,L9,OLI-2,L,D
33.221471,-86.81461,6923,3752,2025-01-02,1625,L9,OLI-2,L,D
33.547801,-86.810361,6934,2546,2025-01-02,1625,L9,OLI-2,H,D
33.548071,-86.810037,6935,2545,2025-01-02,1625,L9,OLI-2,M,D
33.547801,-86.810038,6935,2546,2025-01-02,1625,L9,OLI-2,M,D
33.091837,-86.804595,6955,4231,2025-01-02,1625,L9,OLI-2,H,D
33.091836,-86.804274,6956,4231,2025-01-02,1625,L9,OLI-2,H,D
33.104008,-86.80071,6967,4186,2025-01-02,1625,L9,OLI-2,M,D
33.155133,-86.789334,7002,3997,2025-01-02,1625,L9,OLI-2,H,D
33.154863,-86.789335,7002,3998,2025-01-02,1625,L9,OLI-2,H,D
33.585363,-86.780536,7026,2407,2025-01-02,1625,L9,OLI-2,H,D
33.585093,-86.780537,7026,2408,2025-01-02,1625,L9,OLI-2,H,D
33.584822,-86.780537,7026,2409,2025-01-02,1625,L9,OLI-2,H,D
33.582387,-86.780543,7026,2418,2025-01-02,1625,L9,OLI-2,H,D
33.582116,-86.780544,7026,2419,2025-01-02,1625,L9,OLI-2,H,D
33.581846,-86.780545,7026,2420,2025-01-02,1625,L9,OLI-2,H,D
33.112351,-86.774324,7049,4155,2025-01-02,1625,L9,OLI-2,M,D
33.189442,-86.757713,7100,3870,2025-01-02,1625,L9,OLI-2,H,D
33.189172,-86.757713,7100,3871,2025-01-02,1625,L9,OLI-2,H,D
33.179699,-86.757096,7102,3906,2025-01-02,1625,L9,OLI-2,L,D
33.578548,-86.64284,7452,2431,2025-01-02,1625,L9,OLI-2,L,D
33.806975,-86.575773,7656,1586,2025-01-02,1625,L9,OLI-2,H,D
33.806705,-86.575774,7656,1587,2025-01-02,1625,L9,OLI-2,H,D
33.806974,-86.575449,7657,1586,2025-01-02,1625,L9,OLI-2,H,D
32.76175,-88.17419,2681,5431,2025-01-02,1625,L9,OLI-2,H,D
32.761477,-88.174507,2680,5432,2025-01-02,1625,L9,OLI-2,H,D
32.761747,-88.17451,2680,5431,2025-01-02,1625,L9,OLI-2,L,D
33.387939,-88.224469,2551,3115,2025-01-02,1625,L9,OLI-2,H,D
33.38821,-88.224472,2551,3114,2025-01-02,1625,L9,OLI-2,H,D
33.739634,-88.307165,2311,1812,2025-01-02,1625,L9,OLI-2,M,D
33.226772,-88.321053,2244,3707,2025-01-02,1625,L9,OLI-2,H,D
33.942866,-88.424526,1959,1056,2025-01-02,1625,L9,OLI-2,H,D
32.948307,-88.492758,1696,4729,2025-01-02,1625,L9,OLI-2,H,D
32.948577,-88.492763,1696,4728,2025-01-02,1625,L9,OLI-2,H,D
32.948032,-88.493074,1695,4730,2025-01-02,1625,L9,OLI-2,H,D
32.948303,-88.493079,1695,4729,2025-01-02,1625,L9,OLI-2,H,D
32.948573,-88.493083,1695,4728,2025-01-02,1625,L9,OLI-2,H,D
32.948844,-88.493088,1695,4727,2025-01-02,1625,L9,OLI-2,H,D
32.948299,-88.4934,1694,4729,2025-01-02,1625,L9,OLI-2,H,D
32.94857,-88.493404,1694,4728,2025-01-02,1625,L9,OLI-2,H,D
33.596725,-88.524849,1631,2331,2025-01-02,1625,L9,OLI-2,M,D
33.467985,-88.564879,1500,2805,2025-01-02,1625,L9,OLI-2,L,D
33.448448,-88.569369,1485,2877,2025-01-02,1625,L9,OLI-2,H,D
33.448719,-88.569374,1485,2876,2025-01-02,1625,L9,OLI-2,H,D
33.448174,-88.569687,1484,2878,2025-01-02,1625,L9,OLI-2,H,D
33.448444,-88.569692,1484,2877,2025-01-02,1625,L9,OLI-2,H,D
33.448715,-88.569697,1484,2876,2025-01-02,1625,L9,OLI-2,H,D
33.440051,-88.570186,1482,2908,2025-01-02,1625,L9,OLI-2,M,D
33.440321,-88.570191,1482,2907,2025-01-02,1625,L9,OLI-2,M,D
33.439776,-88.570504,1481,2909,2025-01-02,1625,L9,OLI-2,H,D
33.440047,-88.570509,1481,2908,2025-01-02,1625,L9,OLI-2,H,D
33.440317,-88.570514,1481,2907,2025-01-02,1625,L9,OLI-2,H,D
33.440043,-88.570831,1480,2908,2025-01-02,1625,L9,OLI-2,H,D
33.440313,-88.570836,1480,2907,2025-01-02,1625,L9,OLI-2,H,D
33.215836,-88.585481,1422,3736,2025-01-02,1625,L9,OLI-2,H,D
33.53328,-88.599975,1395,2562,2025-01-02,1625,L9,OLI-2,L,D
33.570564,-88.603895,1385,2424,2025-01-02,1625,L9,OLI-2,H,D
33.570835,-88.6039,1385,2423,2025-01-02,1625,L9,OLI-2,M,D
33.57056,-88.604218,1384,2424,2025-01-02,1625,L9,OLI-2,H,D
33.570831,-88.604223,1384,2423,2025-01-02,1625,L9,OLI-2,H,D
33.458768,-88.669938,1174,2834,2025-01-02,1625,L9,OLI-2,H,D
33.458763,-88.670261,1173,2834,2025-01-02,1625,L9,OLI-2,H,D
32.51997,-88.705682,1007,6302,2025-01-02,1625,L9,OLI-2,M,D
32.519966,-88.706001,1006,6302,2025-01-02,1625,L9,OLI-2,M,D
33.4006,-88.748495,927,3045,2025-01-02,1625,L9,OLI-2,M,D
33.40087,-88.7485,927,3044,2025-01-02,1625,L9,OLI-2,H,D
33.400595,-88.748817,926,3045,2025-01-02,1625,L9,OLI-2,M,D
30.881812,-87.461426,7427,1824,2025-01-02,1625,L9,OLI-2,M,D
30.882083,-87.461427,7427,1823,2025-01-02,1625,L9,OLI-2,H,D
30.325492,-87.654774,6799,3876,2025-01-02,1625,L9,OLI-2,H,D
30.32522,-87.655084,6798,3877,2025-01-02,1625,L9,OLI-2,H,D
30.325218,-87.655396,6797,3877,2025-01-02,1625,L9,OLI-2,H,D
30.636122,-87.732615,6557,2727,2025-01-02,1625,L9,OLI-2,L,D
30.348849,-87.742015,6520,3788,2025-01-02,1625,L9,OLI-2,H,D
30.34912,-87.742017,6520,3787,2025-01-02,1625,L9,OLI-2,H,D
30.349118,-87.742329,6519,3787,2025-01-02,1625,L9,OLI-2,L,D
30.349389,-87.742331,6519,3786,2025-01-02,1625,L9,OLI-2,M,D
30.939116,-87.764436,6463,1607,2025-01-02,1625,L9,OLI-2,M,D
30.939387,-87.764438,6463,1606,2025-01-02,1625,L9,OLI-2,M,D
30.550364,-87.770129,6435,3043,2025-01-02,1625,L9,OLI-2,M,D
30.426779,-87.837256,6217,3498,2025-01-02,1625,L9,OLI-2,M,D
30.42705,-87.837258,6217,3497,2025-01-02,1625,L9,OLI-2,H,D
30.427048,-87.83757,6216,3497,2025-01-02,1625,L9,OLI-2,L,D
30.717587,-87.867015,6130,2423,2025-01-02,1625,L9,OLI-2,H,D
30.717858,-87.867018,6130,2422,2025-01-02,1625,L9,OLI-2,H,D
30.717585,-87.867329,6129,2423,2025-01-02,1625,L9,OLI-2,H,D
29.404934,-89.78,1195,1885,2025-01-02,1626,L9,OLI-2,H,D
29.404927,-89.780309,1194,1885,2025-01-02,1626,L9,OLI-2,M,D
43.295207,-98.04034,1352,3509,2025-01-02,1711,L8,OLI,H,D
43.294937,-98.040344,1352,3510,2025-01-02,1711,L8,OLI,H,D
43.295204,-98.03997,1353,3509,2025-01-02,1711,L8,OLI,M,D
43.294934,-98.039975,1353,3510,2025-01-02,1711,L8,OLI,M,D
43.295471,-98.039596,1354,3508,2025-01-02,1711,L8,OLI,H,D
43.295201,-98.039601,1354,3509,2025-01-02,1711,L8,OLI,H,D
43.294931,-98.039605,1354,3510,2025-01-02,1711,L8,OLI,H,D
43.295468,-98.039227,1355,3508,2025-01-02,1711,L8,OLI,H,D
43.294928,-98.039235,1355,3510,2025-01-02,1711,L8,OLI,H,D
43.064365,-98.023685,1407,4363,2025-01-02,1711,L8,OLI,L,D
43.064632,-98.023312,1408,4362,2025-01-02,1711,L8,OLI,H,D
43.064362,-98.023316,1408,4363,2025-01-02,1711,L8,OLI,H,D
43.079214,-97.903308,1733,4304,2025-01-02,1711,L8,OLI,L,D
43.365612,-97.678228,2327,3235,2025-01-02,1711,L8,OLI,H,D
43.365342,-97.678234,2327,3236,2025-01-02,1711,L8,OLI,M,D
42.901626,-97.665035,2390,4952,2025-01-02,1711,L8,OLI,H,D
42.703739,-96.546608,5455,5616,2025-01-02,1711,L8,OLI,L,D
42.70347,-96.546619,5455,5617,2025-01-02,1711,L8,OLI,H,D
42.70293,-96.54664,5455,5619,2025-01-02,1711,L8,OLI,L,D
42.70266,-96.546651,5455,5620,2025-01-02,1711,L8,OLI,H,D
42.338887,-96.552474,5478,6967,2025-01-02,1711,L8,OLI,H,D
46.585999,-97.050712,1355,1877,2025-01-02,1711,L8,OLI,H,D
46.585992,-97.050321,1356,1877,2025-01-02,1711,L8,OLI,H,D
46.585966,-97.048755,1360,1877,2025-01-02,1711,L8,OLI,H,D
46.586229,-97.048354,1361,1876,2025-01-02,1711,L8,OLI,L,D
46.585959,-97.048364,1361,1877,2025-01-02,1711,L8,OLI,H,D
46.585932,-97.046798,1365,1877,2025-01-02,1711,L8,OLI,H,D
46.585123,-97.046827,1365,1880,2025-01-02,1711,L8,OLI,H,D
46.585926,-97.046407,1366,1877,2025-01-02,1711,L8,OLI,H,D
46.585116,-97.046436,1366,1880,2025-01-02,1711,L8,OLI,L,D
46.585089,-97.044871,1370,1880,2025-01-02,1711,L8,OLI,H,D
46.586162,-97.04444,1371,1876,2025-01-02,1711,L8,OLI,H,D
46.585892,-97.04445,1371,1877,2025-01-02,1711,L8,OLI,L,D
46.584813,-97.044489,1371,1881,2025-01-02,1711,L8,OLI,L,D
46.7498,-96.821708,1923,1255,2025-01-02,1711,L8,OLI,M,D
46.74953,-96.821719,1923,1256,2025-01-02,1711,L8,OLI,H,D
46.74926,-96.82173,1923,1257,2025-01-02,1711,L8,OLI,M,D
46.749523,-96.821326,1924,1256,2025-01-02,1711,L8,OLI,M,D
46.263976,-96.089675,3853,2994,2025-01-02,1711,L8,OLI,M,D
46.28772,-96.026099,4013,2900,2025-01-02,1711,L8,OLI,H,D
46.287989,-96.026085,4013,2899,2025-01-02,1711,L8,OLI,H,D
46.288259,-96.02607,4013,2898,2025-01-02,1711,L8,OLI,H,D
46.28746,-96.026503,4012,2901,2025-01-02,1711,L8,OLI,H,D
46.28773,-96.026488,4012,2900,2025-01-02,1711,L8,OLI,H,D
46.288,-96.026474,4012,2899,2025-01-02,1711,L8,OLI,H,D
46.288269,-96.026459,4012,2898,2025-01-02,1711,L8,OLI,H,D
46.28801,-96.026863,4011,2899,2025-01-02,1711,L8,OLI,M,D
46.288279,-96.026848,4011,2898,2025-01-02,1711,L8,OLI,H,D
46.288549,-96.026834,4011,2897,2025-01-02,1711,L8,OLI,H,D
46.288819,-96.026819,4011,2896,2025-01-02,1711,L8,OLI,H,D
46.288289,-96.027237,4010,2898,2025-01-02,1711,L8,OLI,M,D
46.288559,-96.027222,4010,2897,2025-01-02,1711,L8,OLI,M,D
46.285246,-96.034802,3991,2910,2025-01-02,1711,L8,OLI,H,D
46.284188,-96.035638,3989,2914,2025-01-02,1711,L8,OLI,H,D
46.284457,-96.035623,3989,2913,2025-01-02,1711,L8,OLI,H,D
46.283658,-96.036056,3988,2916,2025-01-02,1711,L8,OLI,H,D
46.283928,-96.036041,3988,2915,2025-01-02,1711,L8,OLI,H,D
46.284198,-96.036027,3988,2914,2025-01-02,1711,L8,OLI,H,D
46.287035,-96.041326,3974,2904,2025-01-02,1711,L8,OLI,H,D
46.287045,-96.041715,3973,2904,2025-01-02,1711,L8,OLI,H,D
46.263696,-96.0893,3854,2995,2025-01-02,1711,L8,OLI,H,D
46.263966,-96.089286,3854,2994,2025-01-02,1711,L8,OLI,M,D
46.263706,-96.089689,3853,2995,2025-01-02,1711,L8,OLI,H,D
45.671524,-95.389499,5751,5114,2025-01-02,1711,L8,OLI,H,D
43.29494,-98.040714,1351,3510,2025-01-02,1711,L8,OLI,H,D
45.640927,-95.344501,5873,5222,2025-01-02,1711,L8,OLI,M,D
45.641196,-95.344483,5873,5221,2025-01-02,1711,L8,OLI,L,D
45.639053,-95.345008,5872,5229,2025-01-02,1711,L8,OLI,M,D
45.639322,-95.34499,5872,5228,2025-01-02,1711,L8,OLI,M,D
45.639592,-95.344973,5872,5227,2025-01-02,1711,L8,OLI,M,D
45.639861,-95.344955,5872,5226,2025-01-02,1711,L8,OLI,M,D
45.640131,-95.344937,5872,5225,2025-01-02,1711,L8,OLI,M,D
45.6404,-95.34492,5872,5224,2025-01-02,1711,L8,OLI,H,D
45.64067,-95.344902,5872,5223,2025-01-02,1711,L8,OLI,H,D
45.640939,-95.344885,5872,5222,2025-01-02,1711,L8,OLI,M,D
45.641208,-95.344867,5872,5221,2025-01-02,1711,L8,OLI,M,D
45.641478,-95.34485,5872,5220,2025-01-02,1711,L8,OLI,M,D
45.640412,-95.345304,5871,5224,2025-01-02,1711,L8,OLI,M,D
45.671475,-95.387961,5755,5114,2025-01-02,1711,L8,OLI,H,D
45.671218,-95.388363,5754,5115,2025-01-02,1711,L8,OLI,H,D
45.671242,-95.389132,5752,5115,2025-01-02,1711,L8,OLI,H,D
45.671254,-95.389516,5751,5115,2025-01-02,1711,L8,OLI,H,D
43.29521,-98.04071,1351,3509,2025-01-02,1711,L8,OLI,H,D
45.640682,-95.345287,5871,5223,2025-01-02,1711,L8,OLI,M,D
45.640951,-95.345269,5871,5222,2025-01-02,1711,L8,OLI,M,D
45.641221,-95.345251,5871,5221,2025-01-02,1711,L8,OLI,M,D
45.64149,-95.345234,5871,5220,2025-01-02,1711,L8,OLI,M,D
45.671206,-95.387978,5755,5115,2025-01-02,1711,L8,OLI,H,D
45.647402,-95.327523,5916,5196,2025-01-02,1711,L8,OLI,H,D
45.647415,-95.327908,5915,5196,2025-01-02,1711,L8,OLI,H,D
45.647684,-95.32789,5915,5195,2025-01-02,1711,L8,OLI,H,D
45.647427,-95.328292,5914,5196,2025-01-02,1711,L8,OLI,H,D
45.647697,-95.328274,5914,5195,2025-01-02,1711,L8,OLI,H,D
45.64744,-95.328676,5913,5196,2025-01-02,1711,L8,OLI,H,D
45.647709,-95.328658,5913,5195,2025-01-02,1711,L8,OLI,H,D
45.647979,-95.328641,5913,5194,2025-01-02,1711,L8,OLI,L,D
45.647452,-95.32906,5912,5196,2025-01-02,1711,L8,OLI,L,D
45.647464,-95.329444,5911,5196,2025-01-02,1711,L8,OLI,H,D
45.647734,-95.329427,5911,5195,2025-01-02,1711,L8,OLI,H,D
45.647477,-95.329829,5910,5196,2025-01-02,1711,L8,OLI,H,D
45.647746,-95.329811,5910,5195,2025-01-02,1711,L8,OLI,H,D
45.647489,-95.330213,5909,5196,2025-01-02,1711,L8,OLI,H,D
45.647758,-95.330195,5909,5195,2025-01-02,1711,L8,OLI,H,D
45.652918,-95.339484,5884,5177,2025-01-02,1711,L8,OLI,L,D
45.653187,-95.339466,5884,5176,2025-01-02,1711,L8,OLI,L,D
44.574778,-96.306369,4686,3969,2025-01-02,1711,L8,OLI,M,D
44.574508,-96.306381,4686,3970,2025-01-02,1711,L8,OLI,M,D
44.00132,-95.762973,6208,6040,2025-01-02,1711,L8,OLI,L,D
44.00105,-95.762988,6208,6041,2025-01-02,1711,L8,OLI,H,D
44.00104,-95.762614,6209,6041,2025-01-02,1711,L8,OLI,L,D
45.653457,-95.339449,5884,5175,2025-01-02,1711,L8,OLI,L,D
45.653726,-95.339431,5884,5174,2025-01-02,1711,L8,OLI,L,D
45.653996,-95.339414,5884,5173,2025-01-02,1711,L8,OLI,L,D
45.642213,-95.342492,5878,5217,2025-01-02,1711,L8,OLI,M,D
45.638722,-95.343104,5877,5230,2025-01-02,1711,L8,OLI,M,D
45.638991,-95.343087,5877,5229,2025-01-02,1711,L8,OLI,H,D
45.639261,-95.343069,5877,5228,2025-01-02,1711,L8,OLI,H,D
45.63953,-95.343052,5877,5227,2025-01-02,1711,L8,OLI,H,D
45.6398,-95.343034,5877,5226,2025-01-02,1711,L8,OLI,H,D
45.640069,-95.343017,5877,5225,2025-01-02,1711,L8,OLI,M,D
45.640338,-95.342999,5877,5224,2025-01-02,1711,L8,OLI,M,D
45.640608,-95.342982,5877,5223,2025-01-02,1711,L8,OLI,M,D
45.640877,-95.342964,5877,5222,2025-01-02,1711,L8,OLI,M,D
45.642225,-95.342876,5877,5217,2025-01-02,1711,L8,OLI,L,D
45.638734,-95.343489,5876,5230,2025-01-02,1711,L8,OLI,M,D
45.639003,-95.343471,5876,5229,2025-01-02,1711,L8,OLI,H,D
45.639273,-95.343454,5876,5228,2025-01-02,1711,L8,OLI,H,D
45.639542,-95.343436,5876,5227,2025-01-02,1711,L8,OLI,H,D
45.639812,-95.343418,5876,5226,2025-01-02,1711,L8,OLI,H,D
45.640081,-95.343401,5876,5225,2025-01-02,1711,L8,OLI,H,D
45.640351,-95.343383,5876,5224,2025-01-02,1711,L8,OLI,M,D
45.64062,-95.343366,5876,5223,2025-01-02,1711,L8,OLI,M,D
45.64089,-95.343348,5876,5222,2025-01-02,1711,L8,OLI,M,D
45.641429,-95.343313,5876,5220,2025-01-02,1711,L8,OLI,L,D
45.639555,-95.34382,5875,5227,2025-01-02,1711,L8,OLI,L,D
45.639824,-95.343803,5875,5226,2025-01-02,1711,L8,OLI,L,D
45.640094,-95.343785,5875,5225,2025-01-02,1711,L8,OLI,L,D
45.640902,-95.343732,5875,5222,2025-01-02,1711,L8,OLI,L,D
45.641441,-95.343697,5875,5220,2025-01-02,1711,L8,OLI,L,D
45.639298,-95.344222,5874,5228,2025-01-02,1711,L8,OLI,M,D
45.638771,-95.344641,5873,5230,2025-01-02,1711,L8,OLI,M,D
45.63931,-95.344606,5873,5228,2025-01-02,1711,L8,OLI,M,D
45.639579,-95.344588,5873,5227,2025-01-02,1711,L8,OLI,M,D
45.639849,-95.344571,5873,5226,2025-01-02,1711,L8,OLI,M,D
45.640118,-95.344553,5873,5225,2025-01-02,1711,L8,OLI,M,D
45.640388,-95.344536,5873,5224,2025-01-02,1711,L8,OLI,M,D
39.789949,-97.780744,4687,5892,2025-01-02,1712,L8,OLI,L,D
39.392832,-97.45813,5633,7347,2025-01-02,1712,L8,OLI,H,D
39.390927,-97.457127,5636,7354,2025-01-02,1712,L8,OLI,M,D
39.390656,-97.457132,5636,7355,2025-01-02,1712,L8,OLI,H,D
39.390922,-97.456778,5637,7354,2025-01-02,1712,L8,OLI,H,D
39.390652,-97.456784,5637,7355,2025-01-02,1712,L8,OLI,H,D
39.390917,-97.45643,5638,7354,2025-01-02,1712,L8,OLI,M,D
39.631026,-97.422443,5720,6464,2025-01-02,1712,L8,OLI,L,D
39.877009,-97.272291,6132,5546,2025-01-02,1712,L8,OLI,M,D
39.877004,-97.27194,6133,5546,2025-01-02,1712,L8,OLI,H,D
42.338887,-96.552474,6698,1677,2025-01-02,1712,L8,OLI,H,D
42.000175,-96.444528,7032,2922,2025-01-02,1712,L8,OLI,H,D
41.999905,-96.444539,7032,2923,2025-01-02,1712,L8,OLI,H,D
42.160922,-96.809907,6008,2355,2025-01-02,1712,L8,OLI,H,D
42.160652,-96.809917,6008,2356,2025-01-02,1712,L8,OLI,H,D
42.160915,-96.809544,6009,2355,2025-01-02,1712,L8,OLI,H,D
42.160645,-96.809554,6009,2356,2025-01-02,1712,L8,OLI,L,D
42.073159,-96.635241,6498,2667,2025-01-02,1712,L8,OLI,L,D
38.037872,-98.004196,5360,7091,2025-01-02,1713,L8,OLI,H,D
36.958615,-99.906203,1008,5795,2025-01-02,1713,L8,OLI,H,D
36.958344,-99.9062,1008,5796,2025-01-02,1713,L8,OLI,H,D
36.958074,-99.906197,1008,5797,2025-01-02,1713,L8,OLI,H,D
36.958617,-99.905866,1009,5795,2025-01-02,1713,L8,OLI,H,D
36.958347,-99.905863,1009,5796,2025-01-02,1713,L8,OLI,H,D
36.958077,-99.90586,1009,5797,2025-01-02,1713,L8,OLI,H,D
36.957806,-99.905856,1009,5798,2025-01-02,1713,L8,OLI,H,D
36.957536,-99.905853,1009,5799,2025-01-02,1713,L8,OLI,H,D
36.95835,-99.905526,1010,5796,2025-01-02,1713,L8,OLI,H,D
36.958079,-99.905523,1010,5797,2025-01-02,1713,L8,OLI,H,D
36.957809,-99.90552,1010,5798,2025-01-02,1713,L8,OLI,H,D
36.957538,-99.905516,1010,5799,2025-01-02,1713,L8,OLI,H,D
37.057507,-98.733492,4487,5441,2025-01-02,1713,L8,OLI,M,D
38.211803,-98.710489,4542,1172,2025-01-02,1713,L8,OLI,M,D
36.458209,-98.373297,5569,7652,2025-01-02,1713,L8,OLI,H,D
36.457939,-98.3733,5569,7653,2025-01-02,1713,L8,OLI,H,D
36.457668,-98.373302,5569,7654,2025-01-02,1713,L8,OLI,H,D
36.458207,-98.372963,5570,7652,2025-01-02,1713,L8,OLI,H,D
36.457937,-98.372965,5570,7653,2025-01-02,1713,L8,OLI,H,D
36.457667,-98.372967,5570,7654,2025-01-02,1713,L8,OLI,H,D
36.457935,-98.37263,5571,7653,2025-01-02,1713,L8,OLI,M,D
37.772789,-98.023432,6564,2782,2025-01-02,1713,L8,OLI,H,D
37.772519,-98.023435,6564,2783,2025-01-02,1713,L8,OLI,M,D
38.037875,-98.004538,6609,1801,2025-01-02,1713,L8,OLI,H,D
38.037872,-98.004196,6610,1801,2025-01-02,1713,L8,OLI,H,D
38.037602,-98.0042,6610,1802,2025-01-02,1713,L8,OLI,H,D
38.037332,-98.004204,6610,1803,2025-01-02,1713,L8,OLI,H,D
38.03787,-98.003854,6611,1801,2025-01-02,1713,L8,OLI,H,D
38.037599,-98.003858,6611,1802,2025-01-02,1713,L8,OLI,H,D
37.956824,-97.890554,6946,2097,2025-01-02,1713,L8,OLI,H,D
37.956554,-97.890558,6946,2098,2025-01-02,1713,L8,OLI,H,D
37.956283,-97.890562,6946,2099,2025-01-02,1713,L8,OLI,M,D
37.956821,-97.890212,6947,2097,2025-01-02,1713,L8,OLI,H,D
37.95655,-97.890216,6947,2098,2025-01-02,1713,L8,OLI,H,D
38.067768,-97.816719,7157,1684,2025-01-02,1713,L8,OLI,H,D
38.067498,-97.816724,7157,1685,2025-01-02,1713,L8,OLI,H,D
38.067765,-97.816377,7158,1684,2025-01-02,1713,L8,OLI,H,D
38.067494,-97.816382,7158,1685,2025-01-02,1713,L8,OLI,H,D
38.067491,-97.81604,7159,1685,2025-01-02,1713,L8,OLI,L,D
38.917848,-99.339882,1465,3850,2025-01-02,1713,L8,OLI,H,D
38.917577,-99.33988,1465,3851,2025-01-02,1713,L8,OLI,H,D
38.917307,-99.339879,1465,3852,2025-01-02,1713,L8,OLI,H,D
38.917849,-99.339536,1466,3850,2025-01-02,1713,L8,OLI,H,D
38.917578,-99.339534,1466,3851,2025-01-02,1713,L8,OLI,H,D
